Type, Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,DC1-POD1-LEAF1A,Ethernet28/1,200.200.200.104/24,l3leaf,DC1-POD1-LEAF1B,Ethernet28/1,200.200.200.204/24
l3leaf,DC1-POD1-LEAF1A,Ethernet29/1,172.17.1.33/31,spine,DC1-POD1-SPINE1,Ethernet1/1,172.17.1.32/31
l3leaf,DC1-POD1-LEAF1A,Ethernet30/1,172.17.1.35/31,spine,DC1-POD1-SPINE2,Ethernet1/1,172.17.1.34/31
l3leaf,DC1-POD1-LEAF1A,Ethernet31/1,172.17.1.37/31,spine,DC1-POD1-SPINE3,Ethernet1/1,172.17.1.36/31
l3leaf,DC1-POD1-LEAF1A,Ethernet32/1,172.17.1.39/31,spine,DC1-POD1-SPINE4,Ethernet1/1,172.17.1.38/31
l3leaf,DC1-POD1-LEAF1B,Ethernet29/1,172.17.1.41/31,spine,DC1-POD1-SPINE1,Ethernet2/1,172.17.1.40/31
l3leaf,DC1-POD1-LEAF1B,Ethernet30/1,172.17.1.43/31,spine,DC1-POD1-SPINE2,Ethernet2/1,172.17.1.42/31
l3leaf,DC1-POD1-LEAF1B,Ethernet31/1,172.17.1.45/31,spine,DC1-POD1-SPINE3,Ethernet2/1,172.17.1.44/31
l3leaf,DC1-POD1-LEAF1B,Ethernet32/1,172.17.1.47/31,spine,DC1-POD1-SPINE4,Ethernet2/1,172.17.1.46/31
l3leaf,DC1-POD1-LEAF2A,Ethernet29/1,172.17.1.49/31,spine,DC1-POD1-SPINE1,Ethernet3/1,172.17.1.48/31
l3leaf,DC1-POD1-LEAF2A,Ethernet30/1,172.17.1.51/31,spine,DC1-POD1-SPINE2,Ethernet3/1,172.17.1.50/31
l3leaf,DC1-POD1-LEAF2A,Ethernet31/1,172.17.1.53/31,spine,DC1-POD1-SPINE3,Ethernet3/1,172.17.1.52/31
l3leaf,DC1-POD1-LEAF2A,Ethernet32/1,172.17.1.55/31,spine,DC1-POD1-SPINE4,Ethernet3/1,172.17.1.54/31
l3leaf,DC1-POD1-LEAF2B,Ethernet29/1,172.17.1.57/31,spine,DC1-POD1-SPINE1,Ethernet4/1,172.17.1.56/31
l3leaf,DC1-POD1-LEAF2B,Ethernet30/1,172.17.1.59/31,spine,DC1-POD1-SPINE2,Ethernet4/1,172.17.1.58/31
l3leaf,DC1-POD1-LEAF2B,Ethernet31/1,172.17.1.61/31,spine,DC1-POD1-SPINE3,Ethernet4/1,172.17.1.60/31
l3leaf,DC1-POD1-LEAF2B,Ethernet32/1,172.17.1.63/31,spine,DC1-POD1-SPINE4,Ethernet4/1,172.17.1.62/31
l3leaf,DC1-POD1-LEAF3A,Ethernet29/1,172.17.1.65/31,spine,DC1-POD1-SPINE1,Ethernet5/1,172.17.1.64/31
l3leaf,DC1-POD1-LEAF3A,Ethernet30/1,172.17.1.67/31,spine,DC1-POD1-SPINE2,Ethernet5/1,172.17.1.66/31
l3leaf,DC1-POD1-LEAF3A,Ethernet31/1,172.17.1.69/31,spine,DC1-POD1-SPINE3,Ethernet5/1,172.17.1.68/31
l3leaf,DC1-POD1-LEAF3A,Ethernet32/1,172.17.1.71/31,spine,DC1-POD1-SPINE4,Ethernet5/1,172.17.1.70/31
l3leaf,DC1-POD1-LEAF3B,Ethernet29/1,172.17.1.73/31,spine,DC1-POD1-SPINE1,Ethernet6/1,172.17.1.72/31
l3leaf,DC1-POD1-LEAF3B,Ethernet30/1,172.17.1.75/31,spine,DC1-POD1-SPINE2,Ethernet6/1,172.17.1.74/31
l3leaf,DC1-POD1-LEAF3B,Ethernet31/1,172.17.1.77/31,spine,DC1-POD1-SPINE3,Ethernet6/1,172.17.1.76/31
l3leaf,DC1-POD1-LEAF3B,Ethernet32/1,172.17.1.79/31,spine,DC1-POD1-SPINE4,Ethernet6/1,172.17.1.78/31
l3leaf,DC1-POD1-LEAF4A,Ethernet29/1,172.17.1.81/31,spine,DC1-POD1-SPINE1,Ethernet7/1,172.17.1.80/31
l3leaf,DC1-POD1-LEAF4A,Ethernet30/1,172.17.1.83/31,spine,DC1-POD1-SPINE2,Ethernet7/1,172.17.1.82/31
l3leaf,DC1-POD1-LEAF4A,Ethernet31/1,172.17.1.85/31,spine,DC1-POD1-SPINE3,Ethernet7/1,172.17.1.84/31
l3leaf,DC1-POD1-LEAF4A,Ethernet32/1,172.17.1.87/31,spine,DC1-POD1-SPINE4,Ethernet7/1,172.17.1.86/31
l3leaf,DC1-POD1-LEAF4B,Ethernet29/1,172.17.1.89/31,spine,DC1-POD1-SPINE1,Ethernet8/1,172.17.1.88/31
l3leaf,DC1-POD1-LEAF4B,Ethernet30/1,172.17.1.91/31,spine,DC1-POD1-SPINE2,Ethernet8/1,172.17.1.90/31
l3leaf,DC1-POD1-LEAF4B,Ethernet31/1,172.17.1.93/31,spine,DC1-POD1-SPINE3,Ethernet8/1,172.17.1.92/31
l3leaf,DC1-POD1-LEAF4B,Ethernet32/1,172.17.1.95/31,spine,DC1-POD1-SPINE4,Ethernet8/1,172.17.1.94/31
l3leaf,DC1-POD1-LEAF5A,Ethernet29/1,172.17.1.97/31,spine,DC1-POD1-SPINE1,Ethernet9/1,172.17.1.96/31
l3leaf,DC1-POD1-LEAF5A,Ethernet30/1,172.17.1.99/31,spine,DC1-POD1-SPINE2,Ethernet9/1,172.17.1.98/31
l3leaf,DC1-POD1-LEAF5A,Ethernet31/1,172.17.1.101/31,spine,DC1-POD1-SPINE3,Ethernet9/1,172.17.1.100/31
l3leaf,DC1-POD1-LEAF5A,Ethernet32/1,172.17.1.103/31,spine,DC1-POD1-SPINE4,Ethernet9/1,172.17.1.102/31
l3leaf,DC1-POD1-LEAF5B,Ethernet29/1,172.17.1.105/31,spine,DC1-POD1-SPINE1,Ethernet10/1,172.17.1.104/31
l3leaf,DC1-POD1-LEAF5B,Ethernet30/1,172.17.1.107/31,spine,DC1-POD1-SPINE2,Ethernet10/1,172.17.1.106/31
l3leaf,DC1-POD1-LEAF5B,Ethernet31/1,172.17.1.109/31,spine,DC1-POD1-SPINE3,Ethernet10/1,172.17.1.108/31
l3leaf,DC1-POD1-LEAF5B,Ethernet32/1,172.17.1.111/31,spine,DC1-POD1-SPINE4,Ethernet10/1,172.17.1.110/31
l3leaf,DC1-POD1-LEAF6A,Ethernet29/1,172.17.1.113/31,spine,DC1-POD1-SPINE1,Ethernet11/1,172.17.1.112/31
l3leaf,DC1-POD1-LEAF6A,Ethernet30/1,172.17.1.115/31,spine,DC1-POD1-SPINE2,Ethernet11/1,172.17.1.114/31
l3leaf,DC1-POD1-LEAF6A,Ethernet31/1,172.17.1.117/31,spine,DC1-POD1-SPINE3,Ethernet11/1,172.17.1.116/31
l3leaf,DC1-POD1-LEAF6A,Ethernet32/1,172.17.1.119/31,spine,DC1-POD1-SPINE4,Ethernet11/1,172.17.1.118/31
l3leaf,DC1-POD1-LEAF6B,Ethernet29/1,172.17.1.121/31,spine,DC1-POD1-SPINE1,Ethernet12/1,172.17.1.120/31
l3leaf,DC1-POD1-LEAF6B,Ethernet30/1,172.17.1.123/31,spine,DC1-POD1-SPINE2,Ethernet12/1,172.17.1.122/31
l3leaf,DC1-POD1-LEAF6B,Ethernet31/1,172.17.1.125/31,spine,DC1-POD1-SPINE3,Ethernet12/1,172.17.1.124/31
l3leaf,DC1-POD1-LEAF6B,Ethernet32/1,172.17.1.127/31,spine,DC1-POD1-SPINE4,Ethernet12/1,172.17.1.126/31
l3leaf,DC1-POD1-LEAF7A,Ethernet29/1,172.17.1.129/31,spine,DC1-POD1-SPINE1,Ethernet13/1,172.17.1.128/31
l3leaf,DC1-POD1-LEAF7A,Ethernet30/1,172.17.1.131/31,spine,DC1-POD1-SPINE2,Ethernet13/1,172.17.1.130/31
l3leaf,DC1-POD1-LEAF7A,Ethernet31/1,172.17.1.133/31,spine,DC1-POD1-SPINE3,Ethernet13/1,172.17.1.132/31
l3leaf,DC1-POD1-LEAF7A,Ethernet32/1,172.17.1.135/31,spine,DC1-POD1-SPINE4,Ethernet13/1,172.17.1.134/31
l3leaf,DC1-POD1-LEAF7B,Ethernet29/1,172.17.1.137/31,spine,DC1-POD1-SPINE1,Ethernet14/1,172.17.1.136/31
l3leaf,DC1-POD1-LEAF7B,Ethernet30/1,172.17.1.139/31,spine,DC1-POD1-SPINE2,Ethernet14/1,172.17.1.138/31
l3leaf,DC1-POD1-LEAF7B,Ethernet31/1,172.17.1.141/31,spine,DC1-POD1-SPINE3,Ethernet14/1,172.17.1.140/31
l3leaf,DC1-POD1-LEAF7B,Ethernet32/1,172.17.1.143/31,spine,DC1-POD1-SPINE4,Ethernet14/1,172.17.1.142/31
l3leaf,DC1-POD1-LEAF8A,Ethernet29/1,172.17.1.145/31,spine,DC1-POD1-SPINE1,Ethernet15/1,172.17.1.144/31
l3leaf,DC1-POD1-LEAF8A,Ethernet30/1,172.17.1.147/31,spine,DC1-POD1-SPINE2,Ethernet15/1,172.17.1.146/31
l3leaf,DC1-POD1-LEAF8A,Ethernet31/1,172.17.1.149/31,spine,DC1-POD1-SPINE3,Ethernet15/1,172.17.1.148/31
l3leaf,DC1-POD1-LEAF8A,Ethernet32/1,172.17.1.151/31,spine,DC1-POD1-SPINE4,Ethernet15/1,172.17.1.150/31
l3leaf,DC1-POD1-LEAF8B,Ethernet29/1,172.17.1.153/31,spine,DC1-POD1-SPINE1,Ethernet16/1,172.17.1.152/31
l3leaf,DC1-POD1-LEAF8B,Ethernet30/1,172.17.1.155/31,spine,DC1-POD1-SPINE2,Ethernet16/1,172.17.1.154/31
l3leaf,DC1-POD1-LEAF8B,Ethernet31/1,172.17.1.157/31,spine,DC1-POD1-SPINE3,Ethernet16/1,172.17.1.156/31
l3leaf,DC1-POD1-LEAF8B,Ethernet32/1,172.17.1.159/31,spine,DC1-POD1-SPINE4,Ethernet16/1,172.17.1.158/31
l3leaf,DC1-POD1-LEAF9A,Ethernet29/1,172.17.1.161/31,spine,DC1-POD1-SPINE1,Ethernet17/1,172.17.1.160/31
l3leaf,DC1-POD1-LEAF9A,Ethernet30/1,172.17.1.163/31,spine,DC1-POD1-SPINE2,Ethernet17/1,172.17.1.162/31
l3leaf,DC1-POD1-LEAF9A,Ethernet31/1,172.17.1.165/31,spine,DC1-POD1-SPINE3,Ethernet17/1,172.17.1.164/31
l3leaf,DC1-POD1-LEAF9A,Ethernet32/1,172.17.1.167/31,spine,DC1-POD1-SPINE4,Ethernet17/1,172.17.1.166/31
l3leaf,DC1-POD1-LEAF9B,Ethernet29/1,172.17.1.169/31,spine,DC1-POD1-SPINE1,Ethernet18/1,172.17.1.168/31
l3leaf,DC1-POD1-LEAF9B,Ethernet30/1,172.17.1.171/31,spine,DC1-POD1-SPINE2,Ethernet18/1,172.17.1.170/31
l3leaf,DC1-POD1-LEAF9B,Ethernet31/1,172.17.1.173/31,spine,DC1-POD1-SPINE3,Ethernet18/1,172.17.1.172/31
l3leaf,DC1-POD1-LEAF9B,Ethernet32/1,172.17.1.175/31,spine,DC1-POD1-SPINE4,Ethernet18/1,172.17.1.174/31
l3leaf,DC1-POD1-LEAF10A,Ethernet29/1,172.17.1.177/31,spine,DC1-POD1-SPINE1,Ethernet19/1,172.17.1.176/31
l3leaf,DC1-POD1-LEAF10A,Ethernet30/1,172.17.1.179/31,spine,DC1-POD1-SPINE2,Ethernet19/1,172.17.1.178/31
l3leaf,DC1-POD1-LEAF10A,Ethernet31/1,172.17.1.181/31,spine,DC1-POD1-SPINE3,Ethernet19/1,172.17.1.180/31
l3leaf,DC1-POD1-LEAF10A,Ethernet32/1,172.17.1.183/31,spine,DC1-POD1-SPINE4,Ethernet19/1,172.17.1.182/31
l3leaf,DC1-POD1-LEAF10B,Ethernet29/1,172.17.1.185/31,spine,DC1-POD1-SPINE1,Ethernet20/1,172.17.1.184/31
l3leaf,DC1-POD1-LEAF10B,Ethernet30/1,172.17.1.187/31,spine,DC1-POD1-SPINE2,Ethernet20/1,172.17.1.186/31
l3leaf,DC1-POD1-LEAF10B,Ethernet31/1,172.17.1.189/31,spine,DC1-POD1-SPINE3,Ethernet20/1,172.17.1.188/31
l3leaf,DC1-POD1-LEAF10B,Ethernet32/1,172.17.1.191/31,spine,DC1-POD1-SPINE4,Ethernet20/1,172.17.1.190/31
l3leaf,DC1-POD1-LEAF11A,Ethernet29/1,172.17.1.193/31,spine,DC1-POD1-SPINE1,Ethernet21/1,172.17.1.192/31
l3leaf,DC1-POD1-LEAF11A,Ethernet30/1,172.17.1.195/31,spine,DC1-POD1-SPINE2,Ethernet21/1,172.17.1.194/31
l3leaf,DC1-POD1-LEAF11A,Ethernet31/1,172.17.1.197/31,spine,DC1-POD1-SPINE3,Ethernet21/1,172.17.1.196/31
l3leaf,DC1-POD1-LEAF11A,Ethernet32/1,172.17.1.199/31,spine,DC1-POD1-SPINE4,Ethernet21/1,172.17.1.198/31
l3leaf,DC1-POD1-LEAF11B,Ethernet29/1,172.17.1.201/31,spine,DC1-POD1-SPINE1,Ethernet22/1,172.17.1.200/31
l3leaf,DC1-POD1-LEAF11B,Ethernet30/1,172.17.1.203/31,spine,DC1-POD1-SPINE2,Ethernet22/1,172.17.1.202/31
